编号,定义位置,code,HTTP状态,排序有效,唯一,生成映射,当前精确字面量次数,首个精确字面量位置,审阅结论
ERR-AU-007-0696,01_core_hexin/packages/contract/definitions/errors.yml:1393,MONEY_FACTOR_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/packages/kernel/src/Money.ts:28,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0697,01_core_hexin/packages/contract/definitions/errors.yml:1395,MONEY_MINOR_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/packages/kernel/src/Money.ts:9,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0698,01_core_hexin/packages/contract/definitions/errors.yml:1397,MONEY_OVERFLOW,500,true,true,ErrorContract.generated.ts/errorStatus,2,01_core_hexin/packages/kernel/src/Money.ts:30,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0699,01_core_hexin/packages/contract/definitions/errors.yml:1399,MOVIE_MANIFEST_SIGNATURE_MISSING,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/extensions/providers/movie/manifest.ts:22,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0700,01_core_hexin/packages/contract/definitions/errors.yml:1401,MULTIPLE_PACKAGE_LOCKS,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0701,01_core_hexin/packages/contract/definitions/errors.yml:1403,MVP_DATABASE_CONNECTION_OVERLAP,500,true,true,ErrorContract.generated.ts/errorStatus,2,04_tools/scripts/audit/mvp-kernel.mjs:257,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0702,01_core_hexin/packages/contract/definitions/errors.yml:1405,MVP_DATABASE_TRANSACTION_NOT_CLOSED,500,true,true,ErrorContract.generated.ts/errorStatus,1,04_tools/scripts/audit/mvp-kernel.mjs:266,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0703,01_core_hexin/packages/contract/definitions/errors.yml:1407,MVP_DELIVERY_COUNT_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,04_tools/scripts/check-platform-delivery.mjs:12,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0704,01_core_hexin/packages/contract/definitions/errors.yml:1409,MVP_DELIVERY_ID_DRIFT,500,true,true,ErrorContract.generated.ts/errorStatus,1,04_tools/scripts/check-platform-delivery.mjs:13,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0705,01_core_hexin/packages/contract/definitions/errors.yml:1411,MVP_EVIDENCE_MISSING,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0706,01_core_hexin/packages/contract/definitions/errors.yml:1413,MVP_MODULE_MISSING,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0707,01_core_hexin/packages/contract/definitions/errors.yml:1415,MVP_OBJECT_STORE_NOT_AVAILABLE,500,true,true,ErrorContract.generated.ts/errorStatus,1,04_tools/scripts/audit/mvp-kernel.mjs:192,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0708,01_core_hexin/packages/contract/definitions/errors.yml:1417,MVP_OPERATION_MISSING,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0709,01_core_hexin/packages/contract/definitions/errors.yml:1419,MVP_OUTBOX_RELAY_DID_NOT_DRAIN,500,true,true,ErrorContract.generated.ts/errorStatus,1,04_tools/scripts/audit/mvp-kernel.mjs:168,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0710,01_core_hexin/packages/contract/definitions/errors.yml:1421,MVP_REQUIREMENT_COUNT_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,04_tools/tools/requirementgen/src/RequirementGenerator.ts:124,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0711,01_core_hexin/packages/contract/definitions/errors.yml:1423,MVP_ROUTE_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0712,01_core_hexin/packages/contract/definitions/errors.yml:1425,MVP_STATUS_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0713,01_core_hexin/packages/contract/definitions/errors.yml:1427,MVP_TABLE_MISSING,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0714,01_core_hexin/packages/contract/definitions/errors.yml:1429,NEXT_ENVIRONMENT_UNAVAILABLE,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0715,01_core_hexin/packages/contract/definitions/errors.yml:1431,NODE_ENVIRONMENT_UNAVAILABLE,500,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/packages/config/src/Environment.ts:6,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0716,01_core_hexin/packages/contract/definitions/errors.yml:1433,NOT_FOUND,404,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0717,01_core_hexin/packages/contract/definitions/errors.yml:1435,NOTIFICATION_ANNOUNCEMENT_INVALID,400,false,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/02_domain_yewu/model/Announcement.ts:13,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0718,01_core_hexin/packages/contract/definitions/errors.yml:1437,NOTIFICATION_ANNOUNCEMENT_STATE_INVALID,409,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/03_application_yingyong/command/SaveAnnouncement.ts:27,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0719,01_core_hexin/packages/contract/definitions/errors.yml:1439,NOTIFICATION_ATTEMPT_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/02_domain_yewu/model/Dispatch.ts:19,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0720,01_core_hexin/packages/contract/definitions/errors.yml:1441,NOTIFICATION_AUDIENCE_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/02_domain_yewu/model/Announcement.ts:25,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0721,01_core_hexin/packages/contract/definitions/errors.yml:1443,NOTIFICATION_AUTHORIZATION_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/03_application_yingyong/command/ChangePreference.ts:63,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0722,01_core_hexin/packages/contract/definitions/errors.yml:1445,NOTIFICATION_CHANNEL_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,2,01_core_hexin/services/commerce/src/modules/notification/03_application_yingyong/command/ChangePreference.ts:53,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0723,01_core_hexin/packages/contract/definitions/errors.yml:1447,NOTIFICATION_DISPATCH_BACKFILL_INCOMPLETE,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0724,01_core_hexin/packages/contract/definitions/errors.yml:1449,NOTIFICATION_DISPATCH_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/02_domain_yewu/model/Dispatch.ts:13,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0725,01_core_hexin/packages/contract/definitions/errors.yml:1451,NOTIFICATION_ENDPOINT_CHANNEL_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/03_application_yingyong/command/ChangePreference.ts:57,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0726,01_core_hexin/packages/contract/definitions/errors.yml:1453,NOTIFICATION_EVENT_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/03_application_yingyong/command/ChangePreference.ts:60,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0727,01_core_hexin/packages/contract/definitions/errors.yml:1455,NOTIFICATION_IDENTITY_IMMUTABLE,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0728,01_core_hexin/packages/contract/definitions/errors.yml:1457,NOTIFICATION_JOB_SUBTYPE_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/05_interface_jieru/job/NotificationJob.ts:14,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0729,01_core_hexin/packages/contract/definitions/errors.yml:1459,NOTIFICATION_MEMBER_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/03_application_yingyong/command/DispatchNotification.ts:105,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0730,01_core_hexin/packages/contract/definitions/errors.yml:1461,NOTIFICATION_PLACEHOLDER_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/02_domain_yewu/model/Template.ts:63,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0731,01_core_hexin/packages/contract/definitions/errors.yml:1463,NOTIFICATION_PLACEHOLDER_UNDECLARED,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0732,01_core_hexin/packages/contract/definitions/errors.yml:1465,NOTIFICATION_PREFERENCE_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/02_domain_yewu/model/Preference.ts:12,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0733,01_core_hexin/packages/contract/definitions/errors.yml:1467,NOTIFICATION_PROVIDER_TEMPLATE_REQUIRED,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/02_domain_yewu/model/Template.ts:18,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0734,01_core_hexin/packages/contract/definitions/errors.yml:1469,NOTIFICATION_RECIPIENT_MISSING,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/03_application_yingyong/command/DispatchNotification.ts:107,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0735,01_core_hexin/packages/contract/definitions/errors.yml:1471,NOTIFICATION_SCOPE_REQUIRED,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/03_application_yingyong/command/DispatchNotification.ts:22,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0736,01_core_hexin/packages/contract/definitions/errors.yml:1473,NOTIFICATION_SUBSCRIPTION_AUTHORIZATION_REQUIRED,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/03_application_yingyong/command/ChangePreference.ts:31,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0737,01_core_hexin/packages/contract/definitions/errors.yml:1475,NOTIFICATION_SUBSCRIPTION_REJECTED,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/02_domain_yewu/model/Preference.ts:13,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0738,01_core_hexin/packages/contract/definitions/errors.yml:1477,NOTIFICATION_TEMPLATE_FIELD_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/03_application_yingyong/command/SaveTemplate.ts:36,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0739,01_core_hexin/packages/contract/definitions/errors.yml:1479,NOTIFICATION_TEMPLATE_ID_CONFLICT,409,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/03_application_yingyong/command/SaveTemplate.ts:17,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0740,01_core_hexin/packages/contract/definitions/errors.yml:1481,NOTIFICATION_TEMPLATE_IMMUTABLE_OR_TRANSITION_INVALID,409,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/03_application_yingyong/command/SaveTemplate.ts:18,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0741,01_core_hexin/packages/contract/definitions/errors.yml:1483,NOTIFICATION_TEMPLATE_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,3,01_core_hexin/services/commerce/src/modules/notification/02_domain_yewu/model/Template.ts:13,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0742,01_core_hexin/packages/contract/definitions/errors.yml:1485,NOTIFICATION_TEMPLATE_STATE_INVALID,409,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/notification/03_application_yingyong/command/SaveTemplate.ts:28,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0743,01_core_hexin/packages/contract/definitions/errors.yml:1487,NOTIFICATION_VARIABLE_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0744,01_core_hexin/packages/contract/definitions/errors.yml:1489,NOTIFICATION_VARIABLE_SCHEMA_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,2,01_core_hexin/services/commerce/src/modules/notification/02_domain_yewu/model/Template.ts:39,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0745,01_core_hexin/packages/contract/definitions/errors.yml:1491,OBJECT_AUTHORIZATION_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/infrastructure/ObjectStore.ts:82,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0746,01_core_hexin/packages/contract/definitions/errors.yml:1493,OBJECT_AUTHORIZATION_RESPONSE_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/infrastructure/ObjectStore.ts:88,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0747,01_core_hexin/packages/contract/definitions/errors.yml:1495,OBJECT_METADATA_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,2,01_core_hexin/services/commerce/src/foundation/infrastructure/ObjectStore.ts:53,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0748,01_core_hexin/packages/contract/definitions/errors.yml:1497,OBJECT_PATH_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/infrastructure/ObjectStore.ts:44,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0749,01_core_hexin/packages/contract/definitions/errors.yml:1499,OBJECT_READ_METADATA_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/infrastructure/ObjectStore.ts:60,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0750,01_core_hexin/packages/contract/definitions/errors.yml:1501,OBJECT_READ_SIZE_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/infrastructure/ObjectStore.ts:66,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0751,01_core_hexin/packages/contract/definitions/errors.yml:1503,OBJECT_READ_TOO_LARGE,413,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/infrastructure/ObjectStore.ts:64,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0752,01_core_hexin/packages/contract/definitions/errors.yml:1505,OBJECT_REFERENCE_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/infrastructure/ObjectStore.ts:71,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0753,01_core_hexin/packages/contract/definitions/errors.yml:1507,OBJECT_STORE_CONFIGURATION_INVALID,500,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/infrastructure/ObjectStore.ts:31,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0754,01_core_hexin/packages/contract/definitions/errors.yml:1509,OBJECT_STORE_UNAVAILABLE,503,true,true,ErrorContract.generated.ts/errorStatus,2,01_core_hexin/services/commerce/src/foundation/infrastructure/ObjectStore.ts:49,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0755,01_core_hexin/packages/contract/definitions/errors.yml:1511,OBJECT_UPLOAD_CHUNK_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/infrastructure/ObjectStore.ts:115,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0756,01_core_hexin/packages/contract/definitions/errors.yml:1513,OBJECT_UPLOAD_EMPTY,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/infrastructure/ObjectStore.ts:124,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0757,01_core_hexin/packages/contract/definitions/errors.yml:1515,OBJECT_UPLOAD_INTEGRITY_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/infrastructure/ObjectStore.ts:130,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0758,01_core_hexin/packages/contract/definitions/errors.yml:1517,OBJECT_UPLOAD_METADATA_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/infrastructure/ObjectStore.ts:36,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0759,01_core_hexin/packages/contract/definitions/errors.yml:1519,OBJECT_UPLOAD_RESPONSE_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/foundation/infrastructure/ObjectStore.ts:39,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0760,01_core_hexin/packages/contract/definitions/errors.yml:1521,OFFLINE_FINAL_ACTION_FORBIDDEN,403,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0761,01_core_hexin/packages/contract/definitions/errors.yml:1523,OFFLINE_INTENT_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0762,01_core_hexin/packages/contract/definitions/errors.yml:1525,OFFLINE_QUEUE_FULL,429,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0763,01_core_hexin/packages/contract/definitions/errors.yml:1527,OPENSSL_NOT_FOUND,500,true,true,ErrorContract.generated.ts/errorStatus,1,04_tools/tools/localinfra/src/Prepare.ts:310,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0764,01_core_hexin/packages/contract/definitions/errors.yml:1529,OPERATION_ABORTED,408,true,true,ErrorContract.generated.ts/errorStatus,6,01_core_hexin/packages/kernel/src/RateLimiter.ts:40,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0765,01_core_hexin/packages/contract/definitions/errors.yml:1531,OPERATION_ACTION_MISSING,400,true,true,ErrorContract.generated.ts/errorStatus,6,01_core_hexin/services/commerce/src/modules/runtime/CatalogOperatorRuntimeOperations.ts:30,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0766,01_core_hexin/packages/contract/definitions/errors.yml:1533,OPERATION_AUDIENCE_DRIFT,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0767,01_core_hexin/packages/contract/definitions/errors.yml:1535,OPERATION_FROZEN,409,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/packages/contract/src/OperationCatalog.ts:19,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0768,01_core_hexin/packages/contract/definitions/errors.yml:1537,OPERATION_HANDLER_DUPLICATE,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0769,01_core_hexin/packages/contract/definitions/errors.yml:1539,OPERATION_HANDLER_MISSING,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0770,01_core_hexin/packages/contract/definitions/errors.yml:1541,OPERATION_ID_DUPLICATE,500,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/packages/contract/src/OperationCatalog.ts:9,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0771,01_core_hexin/packages/contract/definitions/errors.yml:1543,OPERATION_ID_INVALID,500,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/packages/contract/src/Operation.ts:82,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0772,01_core_hexin/packages/contract/definitions/errors.yml:1545,OPERATION_INPUT_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/identity/05_interface_jieru/http/MobileWechatOperations.ts:161,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0773,01_core_hexin/packages/contract/definitions/errors.yml:1547,OPERATION_PATH_INVALID,500,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/packages/contract/src/Operation.ts:83,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0774,01_core_hexin/packages/contract/definitions/errors.yml:1549,OPERATION_PERMISSION_UNKNOWN,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0775,01_core_hexin/packages/contract/definitions/errors.yml:1551,OPERATION_QUERY_INVALID,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0776,01_core_hexin/packages/contract/definitions/errors.yml:1553,OPERATION_REGISTRY_COUNT_MISMATCH,409,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0777,01_core_hexin/packages/contract/definitions/errors.yml:1555,OPERATION_REQUIREMENT_INVALID,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0778,01_core_hexin/packages/contract/definitions/errors.yml:1557,OPERATION_ROUTE_DUPLICATE,500,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/packages/contract/src/OperationCatalog.ts:10,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0779,01_core_hexin/packages/contract/definitions/errors.yml:1559,OPERATION_ROUTE_INVALID,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0780,01_core_hexin/packages/contract/definitions/errors.yml:1561,OPERATION_SUMMARY_INVALID,500,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/packages/contract/src/Operation.ts:84,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0781,01_core_hexin/packages/contract/definitions/errors.yml:1563,OPERATION_UNKNOWN,404,true,true,ErrorContract.generated.ts/errorStatus,2,01_core_hexin/packages/contract/src/OperationCatalog.ts:18,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0782,01_core_hexin/packages/contract/definitions/errors.yml:1565,ORDER_AFTERSALE_NOT_ALLOWED,409,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/order_dingdan/02_domain_yewu/models_moxing/Order.ts:18,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0783,01_core_hexin/packages/contract/definitions/errors.yml:1567,ORDER_ID_REQUIRED,400,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/order_dingdan/03_application_yingyong/commands_xieru/ConfirmOrderReceipt.ts:27,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0784,01_core_hexin/packages/contract/definitions/errors.yml:1569,ORDER_ITEMS_NOT_FOUND,404,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0785,01_core_hexin/packages/contract/definitions/errors.yml:1571,ORDER_KEYSET_INDEX_MISSING,400,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0786,01_core_hexin/packages/contract/definitions/errors.yml:1573,ORDER_MEMBER_ORPHAN,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0787,01_core_hexin/packages/contract/definitions/errors.yml:1575,ORDER_NOT_AFTER_SALE_ELIGIBLE,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0788,01_core_hexin/packages/contract/definitions/errors.yml:1577,ORDER_NOT_CANCELLABLE,409,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/order_dingdan/02_domain_yewu/models_moxing/Order.ts:14,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0789,01_core_hexin/packages/contract/definitions/errors.yml:1579,ORDER_NOT_FOUND,404,true,true,ErrorContract.generated.ts/errorStatus,5,01_core_hexin/services/commerce/src/modules/order_dingdan/01_public_gongkai/ports_jiekou/OrderPort.ts:7,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0790,01_core_hexin/packages/contract/definitions/errors.yml:1581,ORDER_NOT_PAYABLE,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0791,01_core_hexin/packages/contract/definitions/errors.yml:1583,ORDER_NOT_SHIPPABLE,500,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0792,01_core_hexin/packages/contract/definitions/errors.yml:1585,ORDER_NUMBER_DUPLICATE,409,true,true,ErrorContract.generated.ts/errorStatus,0,,[FACT] 定义合法；零精确字面量不是删除证据
ERR-AU-007-0793,01_core_hexin/packages/contract/definitions/errors.yml:1587,ORDER_NUMBER_GENERATION_FAILED,500,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/order_dingdan/03_application_yingyong/commands_xieru/PlaceOrder.ts:390,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0794,01_core_hexin/packages/contract/definitions/errors.yml:1589,ORDER_PAYMENT_STATE_CONFLICT,409,true,true,ErrorContract.generated.ts/errorStatus,4,01_core_hexin/services/commerce/src/modules/order_dingdan/01_public_gongkai/ports_jiekou/OrderPort.ts:14,[FACT] 定义合法；当前精确字面量消费者已记录
ERR-AU-007-0795,01_core_hexin/packages/contract/definitions/errors.yml:1591,ORDER_RECEIPT_STATE_INVALID,409,true,true,ErrorContract.generated.ts/errorStatus,1,01_core_hexin/services/commerce/src/modules/order_dingdan/03_application_yingyong/commands_xieru/ConfirmOrderReceipt.ts:69,[FACT] 定义合法；当前精确字面量消费者已记录
