编号,定义位置,Operation,owner,method,path,audience,permission,availability,execution,idempotency,expectedVersion,writePath,requestFields,responseFields,requirements,controller,handler,sdk,审阅结论
OP-AU-007-171,01_core_hexin/packages/contract/definitions/operations.yml:2408,finance.reconciliations.manage,finance,PUT,/api/v1/finance/reconciliations/{reconciliationid},operator,finance.reconciliation.manage,runtime,sync,required,optional,transactional,0,0,MVP10|MVP19|OMS-011,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-172,01_core_hexin/packages/contract/definitions/operations.yml:2425,finance.reconciliations.read,finance,GET,/api/v1/finance/reconciliations,operator,finance.reconciliation.read,runtime,sync,none,none,none,未声明,未声明,MVP10|MVP19|OMS-011,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-173,01_core_hexin/packages/contract/definitions/operations.yml:2437,finance.settlements.read,finance,GET,/api/v1/finance/settlements,operator,finance.settlement.read,runtime,sync,none,none,none,未声明,未声明,MVP10|MVP19|OMS-011,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-174,01_core_hexin/packages/contract/definitions/operations.yml:2449,finance.settlements.decide,finance,POST,/api/v1/finance/settlements/{settlementid}/decide,operator,finance.settlement.decide,runtime,sync,required,optional,transactional,9,0,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-175,01_core_hexin/packages/contract/definitions/operations.yml:2463,finance.settlements.adjust,finance,POST,/api/v1/finance/settlements/{settlementid}/adjust,operator,finance.settlement.adjust,runtime,sync,required,optional,transactional,9,0,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-176,01_core_hexin/packages/contract/definitions/operations.yml:2477,finance.withdrawals.read,finance,GET,/api/v1/finance/withdrawals,operator,finance.withdrawal.read,runtime,sync,none,none,none,未声明,未声明,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-177,01_core_hexin/packages/contract/definitions/operations.yml:2489,finance.withdrawals.create,finance,POST,/api/v1/finance/withdrawals,operator,finance.withdrawal.create,runtime,sync,required,required,transactional,0,0,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-178,01_core_hexin/packages/contract/definitions/operations.yml:2504,finance.withdrawals.decide,finance,POST,/api/v1/finance/withdrawals/{withdrawalid}/decide,operator,finance.withdrawal.decide,runtime,sync,required,optional,transactional,6,0,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-179,01_core_hexin/packages/contract/definitions/operations.yml:2518,finance.withdrawals.recover,finance,POST,/api/v1/finance/withdrawals/{withdrawalid}/recover,operator,finance.withdrawal.recover,runtime,sync,required,optional,transactional,6,0,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-180,01_core_hexin/packages/contract/definitions/operations.yml:2532,finance.holds.read,finance,GET,/api/v1/finance/holds,operator,finance.hold.read,runtime,sync,none,none,none,未声明,未声明,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-181,01_core_hexin/packages/contract/definitions/operations.yml:2544,finance.periods.read,finance,GET,/api/v1/finance/periods,operator,finance.period.read,runtime,sync,none,none,none,未声明,未声明,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-182,01_core_hexin/packages/contract/definitions/operations.yml:2556,finance.periods.manage,finance,POST,/api/v1/finance/periods/{period}/manage,operator,finance.period.manage,runtime,sync,required,optional,transactional,4,0,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-183,01_core_hexin/packages/contract/definitions/operations.yml:2570,finance.backfills.read,finance,GET,/api/v1/finance/backfills,operator,finance.backfill.read,runtime,sync,none,none,none,未声明,未声明,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-184,01_core_hexin/packages/contract/definitions/operations.yml:2582,finance.backfills.decide,finance,POST,/api/v1/finance/backfills/{backfillid}/decide,operator,finance.backfill.decide,runtime,sync,required,optional,transactional,4,0,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-185,01_core_hexin/packages/contract/definitions/operations.yml:2596,finance.policies.manage,finance,PUT,/api/v1/finance/policies/{policyid},operator,finance.policy.manage,runtime,sync,required,optional,transactional,7,0,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-186,01_core_hexin/packages/contract/definitions/operations.yml:2612,invoice.profiles.manage,finance,PUT,/api/v1/invoices/profiles/{profileid},operator,invoice.profile.manage,runtime,sync,required,required,transactional,3,4,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/invoice.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-187,01_core_hexin/packages/contract/definitions/operations.yml:2629,invoice.profiles.read,finance,GET,/api/v1/invoices/profiles,member,invoice.profile.read,runtime,sync,none,none,none,未声明,未声明,MVP10|MVP17|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/invoice.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-188,01_core_hexin/packages/contract/definitions/operations.yml:2644,invoice.requests.create,finance,POST,/api/v1/invoices/requests,member,invoice.request.create,runtime,sync,required,required,transactional,0,0,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/invoice.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-189,01_core_hexin/packages/contract/definitions/operations.yml:2661,invoice.requests.read,finance,GET,/api/v1/invoices/requests,operator,invoice.request.read,runtime,sync,none,none,none,未声明,未声明,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/invoice.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-190,01_core_hexin/packages/contract/definitions/operations.yml:2675,invoice.requests.cancel,finance,DELETE,/api/v1/invoices/requests/{requestid},operator,invoice.request.cancel,runtime,sync,required,optional,transactional,0,0,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/invoice.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-191,01_core_hexin/packages/contract/definitions/operations.yml:2691,invoice.requests.decide,finance,POST,/api/v1/invoices/requests/{requestid}/decide,operator,invoice.request.decide,runtime,sync,required,optional,transactional,7,0,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/invoice.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-192,01_core_hexin/packages/contract/definitions/operations.yml:2705,invoice.requests.red,finance,POST,/api/v1/invoices/requests/{requestid}/red,operator,invoice.request.red,runtime,sync,required,optional,transactional,0,0,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/invoice.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-193,01_core_hexin/packages/contract/definitions/operations.yml:2719,support.cases.create,support,POST,/api/v1/support/cases,member,support.case.create,runtime,sync,required,optional,none,未声明,未声明,MVP12|MVP21,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/support.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-194,01_core_hexin/packages/contract/definitions/operations.yml:2733,support.cases.read,support,GET,/api/v1/support/cases,operator,support.case.read,runtime,sync,none,none,none,未声明,未声明,MVP12|MVP21|OMS-013,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/support.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-195,01_core_hexin/packages/contract/definitions/operations.yml:2748,support.cases.update,support,PATCH,/api/v1/support/cases/{caseid},operator,support.case.manage,runtime,sync,required,optional,none,未声明,未声明,MVP12|MVP21,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/support.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-196,01_core_hexin/packages/contract/definitions/operations.yml:2762,support.cases.close,support,PUT,/api/v1/support/cases/{caseid}/closure,operator,support.case.manage,runtime,sync,required,optional,none,未声明,未声明,MVP12|MVP21,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/support.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-197,01_core_hexin/packages/contract/definitions/operations.yml:2776,support.cases.reopen,support,DELETE,/api/v1/support/cases/{caseid}/closure,operator,support.case.manage,runtime,sync,required,optional,none,未声明,未声明,MVP12|MVP21,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/support.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-198,01_core_hexin/packages/contract/definitions/operations.yml:2790,support.messages.send,support,POST,/api/v1/support/cases/{caseid}/messages,operator,support.message.send,runtime,sync,required,optional,none,未声明,未声明,MVP12|MVP21,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/support.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-199,01_core_hexin/packages/contract/definitions/operations.yml:2804,support.messages.read,support,GET,/api/v1/support/cases/{caseid}/messages,operator,support.message.read,runtime,sync,none,none,none,未声明,未声明,MVP12|MVP21,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/support.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-200,01_core_hexin/packages/contract/definitions/operations.yml:2818,support.attachments.create,support,POST,/api/v1/support/cases/{caseid}/attachments,operator,support.message.send,runtime,sync,required,optional,none,未声明,未声明,MVP12|MVP21,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/support.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-201,01_core_hexin/packages/contract/definitions/operations.yml:2832,support.assignments.manage,support,PUT,/api/v1/support/assignments/{assignmentid},operator,support.assignment.manage,runtime,sync,required,optional,none,未声明,未声明,MVP12|MVP21,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/support.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-202,01_core_hexin/packages/contract/definitions/operations.yml:2846,support.agents.manage,support,PUT,/api/v1/support/agents/{agentid},operator,support.agent.manage,runtime,sync,required,optional,none,未声明,未声明,MVP12|MVP21,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/support.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-203,01_core_hexin/packages/contract/definitions/operations.yml:2860,support.agents.read,support,GET,/api/v1/support/agents,operator,support.agent.read,runtime,sync,none,none,none,未声明,未声明,MVP12|MVP21,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/support.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-204,01_core_hexin/packages/contract/definitions/operations.yml:2872,support.accounts.manage,support,PUT,/api/v1/support/accounts/{accountid},operator,support.account.manage,runtime,sync,required,optional,none,未声明,未声明,MVP12|MVP21,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/support.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-205,01_core_hexin/packages/contract/definitions/operations.yml:2886,support.accounts.read,support,GET,/api/v1/support/accounts,operator,support.account.read,runtime,sync,none,none,none,未声明,未声明,MVP12|MVP21,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/support.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-206,01_core_hexin/packages/contract/definitions/operations.yml:2898,support.rules.read,support,GET,/api/v1/support/rules,operator,support.rule.read,runtime,sync,none,none,none,未声明,未声明,MVP12|MVP21,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/support.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-207,01_core_hexin/packages/contract/definitions/operations.yml:2910,support.rules.manage,support,PUT,/api/v1/support/rules/{ruleid},operator,support.rule.manage,runtime,sync,required,optional,none,未声明,未声明,MVP12|MVP21,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/support.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-208,01_core_hexin/packages/contract/definitions/operations.yml:2922,support.slas.read,support,GET,/api/v1/support/slas,operator,support.sla.read,runtime,sync,none,none,none,未声明,未声明,MVP12|MVP21,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/support.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-209,01_core_hexin/packages/contract/definitions/operations.yml:2934,support.slas.manage,support,PUT,/api/v1/support/slas/{slaid},operator,support.sla.manage,runtime,sync,required,optional,none,未声明,未声明,MVP12|MVP21,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/support.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-210,01_core_hexin/packages/contract/definitions/operations.yml:2946,support.history.read,support,GET,/api/v1/support/cases/{caseid}/history,operator,support.history.read,runtime,sync,none,none,none,未声明,未声明,MVP12|MVP21|OMS-013,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/support.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-211,01_core_hexin/packages/contract/definitions/operations.yml:2961,notification.notifications.read,notification,GET,/api/v1/notifications,member,notification.read,runtime,sync,none,none,none,未声明,未声明,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/notification.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-212,01_core_hexin/packages/contract/definitions/operations.yml:2975,notification.preferences.read,notification,GET,/api/v1/notifications/preferences,member,notification.preference.read,runtime,sync,none,none,none,未声明,未声明,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/notification.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-213,01_core_hexin/packages/contract/definitions/operations.yml:2987,notification.preferences.manage,notification,PUT,/api/v1/notifications/preferences/{channel}/{eventtype},member,notification.preference.manage,runtime,sync,required,optional,none,未声明,未声明,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/notification.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-214,01_core_hexin/packages/contract/definitions/operations.yml:2999,notification.endpoints.manage,notification,PUT,/api/v1/notifications/endpoints/{channel},member,notification.endpoint.manage,runtime,sync,required,optional,none,未声明,未声明,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/notification.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-215,01_core_hexin/packages/contract/definitions/operations.yml:3011,notification.templates.manage,notification,PUT,/api/v1/notifications/templates/{templateid},operator,notification.template.manage,runtime,sync,required,optional,none,未声明,未声明,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/notification.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-216,01_core_hexin/packages/contract/definitions/operations.yml:3025,notification.templates.read,notification,GET,/api/v1/notifications/templates,operator,notification.template.read,runtime,sync,none,none,none,未声明,未声明,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/notification.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-217,01_core_hexin/packages/contract/definitions/operations.yml:3039,notification.announcements.read,notification,GET,/api/v1/notifications/announcements,operator,notification.announcement.read,runtime,sync,none,none,none,未声明,未声明,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/notification.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-218,01_core_hexin/packages/contract/definitions/operations.yml:3053,notification.announcements.manage,notification,PUT,/api/v1/notifications/announcements/{announcementid},operator,notification.announcement.manage,runtime,sync,required,optional,none,未声明,未声明,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/notification.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-219,01_core_hexin/packages/contract/definitions/operations.yml:3067,risk.center.read,risk,GET,/api/v1/risks,operator,risk.read,runtime,sync,none,none,none,未声明,未声明,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/risk.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-220,01_core_hexin/packages/contract/definitions/operations.yml:3081,risk.policies.manage,risk,PUT,/api/v1/risks/policies/{policyid},operator,risk.manage,runtime,sync,required,optional,none,未声明,未声明,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/risk.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-221,01_core_hexin/packages/contract/definitions/operations.yml:3095,risk.cases.review,risk,PUT,/api/v1/risks/cases/{caseid},operator,risk.manage,runtime,sync,required,optional,none,未声明,未声明,MVP13|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/risk.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-222,01_core_hexin/packages/contract/definitions/operations.yml:3109,audit.records.read,audit,GET,/api/v1/audits,operator,audit.read,runtime,sync,none,none,none,未声明,未声明,MVP03|MVP04|MVP05|MVP06|MVP07|MVP08|MVP09|MVP10|MVP11|MVP12|MVP13|MVP14|MVP15|MVP16|MVP17|MVP18|MVP19|MVP20|MVP21|MVP22|MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/audit.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-223,01_core_hexin/packages/contract/definitions/operations.yml:3121,observability.clienterrors.create,observability,POST,/api/v1/telemetry/clienterrors,member,observability.clienterror.create,runtime,sync,required,optional,none,未声明,未声明,MVP12|MVP21|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/observability.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-224,01_core_hexin/packages/contract/definitions/operations.yml:3136,observability.clienterrors.read,observability,GET,/api/v1/telemetry/clienterrors,operator,observability.clienterror.read,runtime,sync,none,none,none,未声明,未声明,MVP12|MVP21|MVP22,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/observability.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-225,01_core_hexin/packages/contract/definitions/operations.yml:3151,channel.connections.read,channel,GET,/api/v1/channels/connections,operator,channel.connection.read,runtime,sync,none,none,none,未声明,未声明,MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/channel.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-226,01_core_hexin/packages/contract/definitions/operations.yml:3163,channel.connections.create,channel,POST,/api/v1/channels/connections,operator,channel.connection.manage,runtime,sync,required,optional,none,未声明,未声明,MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/channel.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-227,01_core_hexin/packages/contract/definitions/operations.yml:3176,channel.connections.update,channel,PATCH,/api/v1/channels/connections/{connectionid},operator,channel.connection.manage,runtime,sync,required,optional,none,未声明,未声明,MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/channel.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-228,01_core_hexin/packages/contract/definitions/operations.yml:3189,channel.connections.test,channel,POST,/api/v1/channels/connections/{connectionid}/tests,operator,channel.connection.manage,runtime,sync,required,optional,none,未声明,未声明,MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/channel.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-229,01_core_hexin/packages/contract/definitions/operations.yml:3202,channel.connections.enable,channel,PUT,/api/v1/channels/connections/{connectionid}/enablement,operator,channel.connection.manage,runtime,sync,required,optional,none,未声明,未声明,MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/channel.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-230,01_core_hexin/packages/contract/definitions/operations.yml:3215,channel.connections.disable,channel,DELETE,/api/v1/channels/connections/{connectionid}/enablement,operator,channel.connection.manage,runtime,sync,required,optional,none,未声明,未声明,MVP23,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/channel.ts,[FACT] 已逐记录审阅；关联F-0040
