"函数编号","文件/位置","1 唯一职责","2 参数来源","3 运行时校验","4 默认值/特殊输入","5 外部可变状态","6 隐藏前置条件","7 返回/抛错","8 下游调用","9 超时重试","10 资源清理","11 并发/重复","12 已测分支","13 未测分支","14 复杂度/结论"
"FN-AU-007-077","04_tools/tools/contractgen/src/ContractGenerator.ts:367","ContractGenerator.ts中的具名函数 miniappMethodName","YAML归一化记录、生成上下文或CLI模式","依赖上游类型/被调用helper；具体见源码与branches","大量默认值来自normalizeOperations；显式字段可覆盖","生成目标文件；check模式只读","definitions与template/target路径存在；依赖yaml/authz/tsx","返回冻结/解析值或生成文本；失败抛稳定错误为主","emit→contract/OpenAPI/SDK/Commerce/DB输出","无内部重试；不适用","进程退出释放；跨文件写无rollback","假定串行生成；无跨进程锁","对应40个contract/2个contractgen用例或静态复算；正式执行环境阻塞","外部package、线上、动态加载与跨进程行为未验证","[FACT] 具名函数已读；匿名回调在文件/分支记录覆盖；复杂度按职责记录"
"FN-AU-007-078","04_tools/tools/contractgen/src/ContractGenerator.ts:372","ContractGenerator.ts中的具名函数 handlerSource","YAML归一化记录、生成上下文或CLI模式","依赖上游类型/被调用helper；具体见源码与branches","大量默认值来自normalizeOperations；显式字段可覆盖","生成目标文件；check模式只读","definitions与template/target路径存在；依赖yaml/authz/tsx","返回冻结/解析值或生成文本；失败抛稳定错误为主","emit→contract/OpenAPI/SDK/Commerce/DB输出","无内部重试；不适用","进程退出释放；跨文件写无rollback","假定串行生成；无跨进程锁","对应40个contract/2个contractgen用例或静态复算；正式执行环境阻塞","外部package、线上、动态加载与跨进程行为未验证","[FACT] 具名函数已读；匿名回调在文件/分支记录覆盖；复杂度按职责记录"
"FN-AU-007-079","04_tools/tools/contractgen/src/ContractGenerator.ts:377","ContractGenerator.ts中的具名函数 controllerSource","YAML归一化记录、生成上下文或CLI模式","依赖上游类型/被调用helper；具体见源码与branches","大量默认值来自normalizeOperations；显式字段可覆盖","生成目标文件；check模式只读","definitions与template/target路径存在；依赖yaml/authz/tsx","返回冻结/解析值或生成文本；失败抛稳定错误为主","emit→contract/OpenAPI/SDK/Commerce/DB输出","无内部重试；不适用","进程退出释放；跨文件写无rollback","假定串行生成；无跨进程锁","对应40个contract/2个contractgen用例或静态复算；正式执行环境阻塞","外部package、线上、动态加载与跨进程行为未验证","[FACT] 具名函数已读；匿名回调在文件/分支记录覆盖；复杂度按职责记录"
"FN-AU-007-080","04_tools/tools/contractgen/src/ContractGenerator.ts:382","对基础Handler源码做字符串替换加入执行结果检查","YAML归一化记录、生成上下文或CLI模式","依赖上游类型/被调用helper；具体见源码与branches","大量默认值来自normalizeOperations；显式字段可覆盖","生成目标文件；check模式只读","definitions与template/target路径存在；依赖yaml/authz/tsx","返回冻结/解析值或生成文本；失败抛稳定错误为主","emit→contract/OpenAPI/SDK/Commerce/DB输出","无内部重试；不适用","进程退出释放；跨文件写无rollback","假定串行生成；无跨进程锁","对应40个contract/2个contractgen用例或静态复算；正式执行环境阻塞","关联F-0042的反事实未进入正式通过证据","[FACT] 关联F-0042；具名函数已读；匿名回调在文件/分支记录覆盖；复杂度按职责记录"
"FN-AU-007-081","04_tools/tools/contractgen/src/ContractGenerator.ts:402","对基础Controller源码多段字符串替换后移除旧schema parser","YAML归一化记录、生成上下文或CLI模式","依赖上游类型/被调用helper；具体见源码与branches","大量默认值来自normalizeOperations；显式字段可覆盖","生成目标文件；check模式只读","definitions与template/target路径存在；依赖yaml/authz/tsx","返回冻结/解析值或生成文本；失败抛稳定错误为主","emit→contract/OpenAPI/SDK/Commerce/DB输出","无内部重试；不适用","进程退出释放；跨文件写无rollback","假定串行生成；无跨进程锁","对应40个contract/2个contractgen用例或静态复算；正式执行环境阻塞","关联F-0042的反事实未进入正式通过证据","[FACT] 关联F-0042；具名函数已读；匿名回调在文件/分支记录覆盖；复杂度按职责记录"
"FN-AU-007-082","04_tools/tools/contractgen/src/ContractGenerator.ts:414","ContractGenerator.ts中的具名函数 registerSelectedOperationRoutes","YAML归一化记录、生成上下文或CLI模式","依赖上游类型/被调用helper；具体见源码与branches","大量默认值来自normalizeOperations；显式字段可覆盖","生成目标文件；check模式只读","definitions与template/target路径存在；依赖yaml/authz/tsx","返回冻结/解析值或生成文本；失败抛稳定错误为主","emit→contract/OpenAPI/SDK/Commerce/DB输出","由调用context/deadline；本函数无自重试","进程退出释放；跨文件写无rollback","假定串行生成；无跨进程锁","对应40个contract/2个contractgen用例或静态复算；正式执行环境阻塞","外部package、线上、动态加载与跨进程行为未验证","[FACT] 具名函数已读；匿名回调在文件/分支记录覆盖；复杂度按职责记录"
"FN-AU-007-083","04_tools/tools/contractgen/src/ContractGenerator.ts:418","ContractGenerator.ts中的具名函数 registerRoutes","YAML归一化记录、生成上下文或CLI模式","依赖上游类型/被调用helper；具体见源码与branches","大量默认值来自normalizeOperations；显式字段可覆盖","生成目标文件；check模式只读","definitions与template/target路径存在；依赖yaml/authz/tsx","返回冻结/解析值或生成文本；失败抛稳定错误为主","emit→contract/OpenAPI/SDK/Commerce/DB输出","由调用context/deadline；本函数无自重试","进程退出释放；跨文件写无rollback","假定串行生成；无跨进程锁","对应40个contract/2个contractgen用例或静态复算；正式执行环境阻塞","外部package、线上、动态加载与跨进程行为未验证","[FACT] 具名函数已读；匿名回调在文件/分支记录覆盖；复杂度按职责记录"
"FN-AU-007-084","04_tools/tools/contractgen/src/ContractGenerator.ts:448","ContractGenerator.ts中的具名函数 authenticatedWechatMode","YAML归一化记录、生成上下文或CLI模式","依赖上游类型/被调用helper；具体见源码与branches","大量默认值来自normalizeOperations；显式字段可覆盖","生成目标文件；check模式只读","definitions与template/target路径存在；依赖yaml/authz/tsx","返回冻结/解析值或生成文本；失败抛稳定错误为主","emit→contract/OpenAPI/SDK/Commerce/DB输出","无内部重试；不适用","进程退出释放；跨文件写无rollback","假定串行生成；无跨进程锁","对应40个contract/2个contractgen用例或静态复算；正式执行环境阻塞","外部package、线上、动态加载与跨进程行为未验证","[FACT] 具名函数已读；匿名回调在文件/分支记录覆盖；复杂度按职责记录"
"FN-AU-007-085","04_tools/tools/contractgen/src/ContractGenerator.ts:452","ContractGenerator.ts中的具名函数 operationInput","YAML归一化记录、生成上下文或CLI模式","依赖上游类型/被调用helper；具体见源码与branches","大量默认值来自normalizeOperations；显式字段可覆盖","生成目标文件；check模式只读","definitions与template/target路径存在；依赖yaml/authz/tsx","返回冻结/解析值或生成文本；失败抛稳定错误为主","emit→contract/OpenAPI/SDK/Commerce/DB输出","无内部重试；不适用","进程退出释放；跨文件写无rollback","假定串行生成；无跨进程锁","对应40个contract/2个contractgen用例或静态复算；正式执行环境阻塞","外部package、线上、动态加载与跨进程行为未验证","[FACT] 具名函数已读；匿名回调在文件/分支记录覆盖；复杂度按职责记录"
"FN-AU-007-086","04_tools/tools/contractgen/src/ContractGenerator.ts:475","ContractGenerator.ts中的具名函数 stable","YAML归一化记录、生成上下文或CLI模式","依赖上游类型/被调用helper；具体见源码与branches","大量默认值来自normalizeOperations；显式字段可覆盖","生成目标文件；check模式只读","definitions与template/target路径存在；依赖yaml/authz/tsx","返回冻结/解析值或生成文本；失败抛稳定错误为主","emit→contract/OpenAPI/SDK/Commerce/DB输出","无内部重试；不适用","进程退出释放；跨文件写无rollback","假定串行生成；无跨进程锁","对应40个contract/2个contractgen用例或静态复算；正式执行环境阻塞","外部package、线上、动态加载与跨进程行为未验证","[FACT] 具名函数已读；匿名回调在文件/分支记录覆盖；复杂度按职责记录"
"FN-AU-007-087","04_tools/tools/contractgen/src/ContractGenerator.ts:486","ContractGenerator.ts中的具名函数 contractIdentityOpenapi","YAML归一化记录、生成上下文或CLI模式","依赖上游类型/被调用helper；具体见源码与branches","大量默认值来自normalizeOperations；显式字段可覆盖","生成目标文件；check模式只读","definitions与template/target路径存在；依赖yaml/authz/tsx","返回冻结/解析值或生成文本；失败抛稳定错误为主","emit→contract/OpenAPI/SDK/Commerce/DB输出","无内部重试；不适用","进程退出释放；跨文件写无rollback","假定串行生成；无跨进程锁","对应40个contract/2个contractgen用例或静态复算；正式执行环境阻塞","外部package、线上、动态加载与跨进程行为未验证","[FACT] 具名函数已读；匿名回调在文件/分支记录覆盖；复杂度按职责记录"
"FN-AU-007-088","04_tools/tools/contractgen/src/ContractGenerator.ts:499","ContractGenerator.ts中的具名函数 sqlRow","YAML归一化记录、生成上下文或CLI模式","依赖上游类型/被调用helper；具体见源码与branches","大量默认值来自normalizeOperations；显式字段可覆盖","生成目标文件；check模式只读","definitions与template/target路径存在；依赖yaml/authz/tsx","返回冻结/解析值或生成文本；失败抛稳定错误为主","emit→contract/OpenAPI/SDK/Commerce/DB输出","无内部重试；不适用","进程退出释放；跨文件写无rollback","假定串行生成；无跨进程锁","对应40个contract/2个contractgen用例或静态复算；正式执行环境阻塞","外部package、线上、动态加载与跨进程行为未验证","[FACT] 具名函数已读；匿名回调在文件/分支记录覆盖；复杂度按职责记录"
"FN-AU-007-089","04_tools/tools/contractgen/src/ContractGenerator.ts:503","ContractGenerator.ts中的具名函数 hash","YAML归一化记录、生成上下文或CLI模式","依赖上游类型/被调用helper；具体见源码与branches","大量默认值来自normalizeOperations；显式字段可覆盖","生成目标文件；check模式只读","definitions与template/target路径存在；依赖yaml/authz/tsx","返回冻结/解析值或生成文本；失败抛稳定错误为主","emit→contract/OpenAPI/SDK/Commerce/DB输出","无内部重试；不适用","进程退出释放；跨文件写无rollback","假定串行生成；无跨进程锁","对应40个contract/2个contractgen用例或静态复算；正式执行环境阻塞","外部package、线上、动态加载与跨进程行为未验证","[FACT] 具名函数已读；匿名回调在文件/分支记录覆盖；复杂度按职责记录"
