"符号编号","文件编号","1 符号名称","2 声明位置","3 直接消费者","4 间接消费者","5 重新导出","6 动态访问","7 仅测试使用","8 公共契约","9 运行时副作用","10 可见范围","11 兼容导出","12 删除或改名影响"
"SYM-AU-007-121","FILE-AU-007-030","PurchasableMallLevel","01_core_hexin/packages/contract/src/provider/DomainRegistrar.ts:3","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-122","FILE-AU-007-030","DomainPurchaseOwner","01_core_hexin/packages/contract/src/provider/DomainRegistrar.ts:6","01_core_hexin/services/commerce/src/modules/provisioning/02_domain_yewu/policy/DomainPurchasePolicy.ts|01_core_hexin/services/commerce/src/modules/provisioning/06_tests_ceshi/policy/DomainPurchasePolicy.test.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-123","FILE-AU-007-030","DomainQuoteRequest","01_core_hexin/packages/contract/src/provider/DomainRegistrar.ts:13","01_core_hexin/services/commerce/src/modules/provisioning/02_domain_yewu/policy/DomainPurchasePolicy.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-124","FILE-AU-007-030","UnavailableDomainQuote","01_core_hexin/packages/contract/src/provider/DomainRegistrar.ts:29","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-125","FILE-AU-007-030","PurchasableDomainQuote","01_core_hexin/packages/contract/src/provider/DomainRegistrar.ts:33","01_core_hexin/services/commerce/src/modules/provisioning/02_domain_yewu/policy/DomainPurchasePolicy.ts|01_core_hexin/services/commerce/src/modules/provisioning/06_tests_ceshi/policy/DomainPurchasePolicy.test.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-126","FILE-AU-007-030","DomainRegistrationQuote","01_core_hexin/packages/contract/src/provider/DomainRegistrar.ts:39","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-127","FILE-AU-007-030","DomainPurchaseApproval","01_core_hexin/packages/contract/src/provider/DomainRegistrar.ts:42","01_core_hexin/services/commerce/src/modules/provisioning/02_domain_yewu/policy/DomainPurchasePolicy.ts|01_core_hexin/services/commerce/src/modules/provisioning/06_tests_ceshi/policy/DomainPurchasePolicy.test.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-128","FILE-AU-007-030","DomainPurchaseCommand","01_core_hexin/packages/contract/src/provider/DomainRegistrar.ts:56","01_core_hexin/services/commerce/src/modules/provisioning/02_domain_yewu/policy/DomainPurchasePolicy.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-129","FILE-AU-007-030","DomainPurchaseCallContext","01_core_hexin/packages/contract/src/provider/DomainRegistrar.ts:65","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-130","FILE-AU-007-030","DomainRegistrationState","01_core_hexin/packages/contract/src/provider/DomainRegistrar.ts:69","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-131","FILE-AU-007-030","DomainRegistrationReceipt","01_core_hexin/packages/contract/src/provider/DomainRegistrar.ts:71","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-132","FILE-AU-007-030","DomainRegistrationStatus","01_core_hexin/packages/contract/src/provider/DomainRegistrar.ts:82","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-133","FILE-AU-007-030","DomainRegistrarPort","01_core_hexin/packages/contract/src/provider/DomainRegistrar.ts:90","01_core_hexin/packages/contract/src/provider/DomainRegistrar.test.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","是","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-134","FILE-AU-007-031","ProviderPriority","01_core_hexin/packages/contract/src/provider/Manifest.ts:3","01_core_hexin/packages/contract/src/provider/ProviderCatalog.ts|01_core_hexin/services/commerce/src/modules/extension/02_domain_yewu/model/Manifest.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-135","FILE-AU-007-031","ProviderKind","01_core_hexin/packages/contract/src/provider/Manifest.ts:4","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-136","FILE-AU-007-031","PROVIDER_API_VERSION","01_core_hexin/packages/contract/src/provider/Manifest.ts:5","01_core_hexin/extensions/providers/book/manifest.ts|01_core_hexin/extensions/providers/cake/manifest.ts|01_core_hexin/extensions/providers/directcharge/manifest.ts|01_core_hexin/extensions/providers/flower/manifest.ts|…共14文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-137","FILE-AU-007-031","ProviderLimit","01_core_hexin/packages/contract/src/provider/Manifest.ts:7","01_core_hexin/extensions/providers/core/src/Limits.ts|01_core_hexin/extensions/vendors/core/src/Client.test.ts|01_core_hexin/extensions/vendors/core/src/Connection.ts|01_core_hexin/services/commerce/src/modules/extension/02_domain_yewu/model/Manifest.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-138","FILE-AU-007-031","ProviderManifest","01_core_hexin/packages/contract/src/provider/Manifest.ts:18","01_core_hexin/extensions/providers/book/manifest.ts|01_core_hexin/extensions/providers/cake/manifest.ts|01_core_hexin/extensions/providers/core/src/Factory.ts|01_core_hexin/extensions/providers/core/src/Provider.test.ts|…共24文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-139","FILE-AU-007-031","UnsignedProviderManifest","01_core_hexin/packages/contract/src/provider/Manifest.ts:35","01_core_hexin/extensions/providers/book/manifest.ts|01_core_hexin/extensions/providers/cake/manifest.ts|01_core_hexin/extensions/providers/core/src/Factory.ts|01_core_hexin/extensions/providers/directcharge/manifest.ts|…共15文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-140","FILE-AU-007-031","manifestPayload","01_core_hexin/packages/contract/src/provider/Manifest.ts:37","01_core_hexin/services/commerce/src/bootstrap/SignatureVerifier.ts|01_core_hexin/services/commerce/src/modules/extension/02_domain_yewu/model/Manifest.ts|01_core_hexin/services/commerce/src/modules/extension/02_domain_yewu/policy/ContractPolicy.ts|01_core_hexin/services/commerce/src/modules/extension/06_tests_ceshi/model/Manifest.test.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","调用时执行","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-141","FILE-AU-007-032","JsonScalar","01_core_hexin/packages/contract/src/provider/Ports.ts:1","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-142","FILE-AU-007-032","JsonValue","01_core_hexin/packages/contract/src/provider/Ports.ts:2","01_core_hexin/extensions/providers/cake/Mapper.ts|01_core_hexin/extensions/providers/core/src/Mapper.ts|01_core_hexin/extensions/providers/core/src/PortFactory.ts|01_core_hexin/extensions/providers/flower/Mapper.ts|…共12文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-143","FILE-AU-007-032","JsonObject","01_core_hexin/packages/contract/src/provider/Ports.ts:3","01_core_hexin/extensions/providers/cake/CakeuncleClient.ts|01_core_hexin/extensions/providers/cake/Mapper.ts|01_core_hexin/extensions/providers/cake/OrderRequest.ts|01_core_hexin/extensions/providers/cake/tests/CakeuncleClient.test.ts|…共20文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-144","FILE-AU-007-032","ProviderCallContext","01_core_hexin/packages/contract/src/provider/Ports.ts:5","01_core_hexin/extensions/providers/cake/CakeuncleClient.ts|01_core_hexin/extensions/providers/cake/tests/CakeuncleClient.test.ts|01_core_hexin/extensions/providers/core/src/PortFactory.ts|01_core_hexin/extensions/providers/flower/FlowerClient.ts|…共14文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-145","FILE-AU-007-032","CatalogBatch","01_core_hexin/packages/contract/src/provider/Ports.ts:13","01_core_hexin/extensions/providers/cake/Mapper.ts|01_core_hexin/extensions/providers/flower/Mapper.ts|01_core_hexin/services/commerce/src/modules/channel/04_adapters_shixian/adapter/PgPrivateProvider.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-146","FILE-AU-007-032","ProviderRecordError","01_core_hexin/packages/contract/src/provider/Ports.ts:20","01_core_hexin/extensions/providers/meal/Mapper.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-147","FILE-AU-007-032","SourceSkuKey","01_core_hexin/packages/contract/src/provider/Ports.ts:26","01_core_hexin/extensions/providers/cake/CakeuncleClient.ts|01_core_hexin/extensions/providers/flower/FlowerClient.ts|01_core_hexin/services/commerce/src/modules/channel/05_interface_jieru/job/ChannelSyncJob.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-148","FILE-AU-007-032","PriceBatch","01_core_hexin/packages/contract/src/provider/Ports.ts:27","01_core_hexin/extensions/providers/cake/Mapper.ts|01_core_hexin/extensions/providers/flower/Mapper.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-149","FILE-AU-007-032","StockBatch","01_core_hexin/packages/contract/src/provider/Ports.ts:28","01_core_hexin/extensions/providers/cake/Mapper.ts|01_core_hexin/extensions/providers/flower/Mapper.ts|01_core_hexin/services/commerce/src/modules/channel/04_adapters_shixian/adapter/PgPrivateProvider.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-150","FILE-AU-007-032","RemoteOrderDraft","01_core_hexin/packages/contract/src/provider/Ports.ts:29","01_core_hexin/extensions/providers/meal/OrderDraft.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-151","FILE-AU-007-032","RemoteOrderReceipt","01_core_hexin/packages/contract/src/provider/Ports.ts:30","01_core_hexin/services/commerce/src/modules/channel/04_adapters_shixian/adapter/PgPrivateProvider.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-152","FILE-AU-007-032","RemoteOrderState","01_core_hexin/packages/contract/src/provider/Ports.ts:31","01_core_hexin/services/commerce/src/modules/channel/04_adapters_shixian/adapter/PgPrivateProvider.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-153","FILE-AU-007-032","TrackingSnapshot","01_core_hexin/packages/contract/src/provider/Ports.ts:32","01_core_hexin/services/commerce/src/modules/channel/04_adapters_shixian/adapter/PgPrivateProvider.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-154","FILE-AU-007-032","RemoteRefundRequest","01_core_hexin/packages/contract/src/provider/Ports.ts:33","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-155","FILE-AU-007-032","RemoteRefundReceipt","01_core_hexin/packages/contract/src/provider/Ports.ts:34","01_core_hexin/services/commerce/src/modules/channel/04_adapters_shixian/adapter/PgPrivateProvider.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-156","FILE-AU-007-032","StatementPeriod","01_core_hexin/packages/contract/src/provider/Ports.ts:35","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-157","FILE-AU-007-032","StatementFile","01_core_hexin/packages/contract/src/provider/Ports.ts:36","01_core_hexin/services/commerce/src/modules/channel/04_adapters_shixian/adapter/PgPrivateProvider.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-158","FILE-AU-007-032","RemoteVerificationRequest","01_core_hexin/packages/contract/src/provider/Ports.ts:37","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-159","FILE-AU-007-032","RemoteVerificationReceipt","01_core_hexin/packages/contract/src/provider/Ports.ts:38","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-160","FILE-AU-007-032","ProviderWebhookRequest","01_core_hexin/packages/contract/src/provider/Ports.ts:39","01_core_hexin/extensions/vendors/cakeuncle/Webhook.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-161","FILE-AU-007-032","CatalogSource","01_core_hexin/packages/contract/src/provider/Ports.ts:45","01_core_hexin/extensions/providers/cake/CakeuncleClient.ts|01_core_hexin/extensions/providers/core/src/PortFactory.ts|01_core_hexin/extensions/providers/meal/Provider.ts|01_core_hexin/services/commerce/src/modules/channel/01_public_gongkai/CatalogSource.ts|…共7文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-162","FILE-AU-007-032","PriceSource","01_core_hexin/packages/contract/src/provider/Ports.ts:46","01_core_hexin/extensions/providers/cake/CakeuncleClient.ts|01_core_hexin/extensions/providers/core/src/PortFactory.ts|01_core_hexin/extensions/providers/meal/Provider.ts|01_core_hexin/services/commerce/src/modules/channel/01_public_gongkai/PriceSource.ts|…共7文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-163","FILE-AU-007-032","StockSource","01_core_hexin/packages/contract/src/provider/Ports.ts:47","01_core_hexin/extensions/providers/cake/CakeuncleClient.ts|01_core_hexin/extensions/providers/core/src/PortFactory.ts|01_core_hexin/services/commerce/src/modules/channel/01_public_gongkai/StockSource.ts|01_core_hexin/services/commerce/src/modules/channel/05_interface_jieru/ChannelModule.ts|…共6文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-164","FILE-AU-007-032","RemoteOrderSubmitter","01_core_hexin/packages/contract/src/provider/Ports.ts:48","01_core_hexin/extensions/providers/core/src/PortFactory.ts|01_core_hexin/services/commerce/src/modules/channel/01_public_gongkai/RemoteOrderSubmitter.ts|01_core_hexin/services/commerce/src/modules/channel/05_interface_jieru/ChannelModule.ts|01_core_hexin/services/commerce/src/modules/channel/application/port/RemoteOrderSubmitter.ts|…共5文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-165","FILE-AU-007-032","RemoteOrderCanceller","01_core_hexin/packages/contract/src/provider/Ports.ts:49","01_core_hexin/extensions/providers/core/src/PortFactory.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-166","FILE-AU-007-032","TrackingSource","01_core_hexin/packages/contract/src/provider/Ports.ts:50","01_core_hexin/extensions/providers/core/src/PortFactory.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-167","FILE-AU-007-032","RemoteRefundProvider","01_core_hexin/packages/contract/src/provider/Ports.ts:51","01_core_hexin/extensions/providers/core/src/PortFactory.ts|01_core_hexin/services/commerce/src/modules/channel/01_public_gongkai/RemoteRefundProvider.ts|01_core_hexin/services/commerce/src/modules/channel/05_interface_jieru/ChannelModule.ts|01_core_hexin/services/commerce/src/modules/channel/application/port/RemoteRefundProvider.ts|…共5文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-168","FILE-AU-007-032","StatementSource","01_core_hexin/packages/contract/src/provider/Ports.ts:52","01_core_hexin/extensions/providers/core/src/PortFactory.ts|01_core_hexin/services/commerce/src/modules/channel/01_public_gongkai/StatementSource.ts|01_core_hexin/services/commerce/src/modules/channel/05_interface_jieru/ChannelModule.ts|01_core_hexin/services/commerce/src/modules/channel/application/port/StatementSource.ts|…共5文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-169","FILE-AU-007-032","VerificationProvider","01_core_hexin/packages/contract/src/provider/Ports.ts:53","01_core_hexin/extensions/providers/core/src/PortFactory.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-170","FILE-AU-007-032","ProviderWebhookVerifier","01_core_hexin/packages/contract/src/provider/Ports.ts:54","01_core_hexin/extensions/providers/core/src/PortFactory.ts|01_core_hexin/extensions/vendors/cakeuncle/Webhook.ts|01_core_hexin/services/commerce/src/modules/channel/03_application_yingyong/port/WebhookResolver.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-171","FILE-AU-007-032","ProviderPorts","01_core_hexin/packages/contract/src/provider/Ports.ts:59","01_core_hexin/extensions/providers/core/src/Factory.ts|01_core_hexin/extensions/providers/core/src/PortFactory.ts|01_core_hexin/extensions/providers/core/src/Provider.test.ts|01_core_hexin/extensions/providers/core/src/Provider.ts|…共11文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-172","FILE-AU-007-032","ProviderPortName","01_core_hexin/packages/contract/src/provider/Ports.ts:72","01_core_hexin/extensions/providers/core/src/Provider.ts|01_core_hexin/packages/contract/src/provider/Provider.ts|01_core_hexin/services/commerce/src/bootstrap/ExtensionRegistry.test.ts|01_core_hexin/services/commerce/src/bootstrap/ExtensionRegistry.ts|…共6文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-173","FILE-AU-007-033","ProviderHealthState","01_core_hexin/packages/contract/src/provider/Provider.ts:4","01_core_hexin/services/commerce/src/bootstrap/ExtensionRegistry.test.ts|01_core_hexin/services/commerce/src/bootstrap/ExtensionRegistry.ts|01_core_hexin/services/commerce/src/modules/extension/02_domain_yewu/model/HealthRecord.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-174","FILE-AU-007-033","ProviderHealth","01_core_hexin/packages/contract/src/provider/Provider.ts:6","01_core_hexin/extensions/providers/core/src/Provider.ts|01_core_hexin/services/commerce/src/bootstrap/ExtensionRegistry.ts|01_core_hexin/services/commerce/src/modules/extension/01_public_gongkai/ExtensionLoader.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-175","FILE-AU-007-033","ChannelProvider","01_core_hexin/packages/contract/src/provider/Provider.ts:12","01_core_hexin/extensions/providers/core/src/Factory.ts|01_core_hexin/extensions/providers/core/src/Provider.ts|01_core_hexin/services/commerce/src/bootstrap/ExtensionRegistry.test.ts|01_core_hexin/services/commerce/src/bootstrap/ExtensionRegistry.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-176","FILE-AU-007-034","ProviderDelivery","01_core_hexin/packages/contract/src/provider/ProviderCatalog.ts:4","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
