绑定编号,Operation,owner,method,path,audience,permission,risk,stepup,scopes,写/读名称信号,结论
BIND-AU-010-269,voucher.products.get,voucher,GET,/api/v1/vouchers/products/{productid},operator,voucher.program.read,low,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-270,voucher.products.list,voucher,GET,/api/v1/vouchers/products,operator,voucher.program.read,low,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-271,voucher.productoptions.list,voucher,GET,/api/v1/vouchers/product-options,operator,voucher.program.read,low,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-272,voucher.credentialpools.create,voucher,POST,/api/v1/vouchers/credential-pools,operator,voucher.cardlibrary.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-273,voucher.credentials.generate,voucher,POST,/api/v1/vouchers/credential-pools/{poolid}/generate,operator,voucher.cardlibrary.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-274,voucher.credentials.import,voucher,POST,/api/v1/vouchers/credential-pools/{poolid}/imports,operator,voucher.cardlibrary.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-275,voucher.credentialpools.close,voucher,POST,/api/v1/vouchers/credential-pools/{poolid}/close,operator,voucher.cardlibrary.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-276,voucher.credentialpools.get,voucher,GET,/api/v1/vouchers/credential-pools/{poolid},operator,voucher.cardlibrary.read,low,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-277,voucher.credentialpools.list,voucher,GET,/api/v1/vouchers/credential-pools,operator,voucher.cardlibrary.read,low,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-278,voucher.credentials.list,voucher,GET,/api/v1/vouchers/credentials,operator,voucher.cardlibrary.read,low,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-279,voucher.credentials.get,voucher,GET,/api/v1/vouchers/credentials/{credentialid},operator,voucher.cardlibrary.read,low,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-280,voucher.credentialexports.create,voucher,POST,/api/v1/vouchers/credential-exports,operator,reporting.export.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-281,voucher.jobs.get,voucher,GET,/api/v1/vouchers/jobs/{jobid},operator,voucher.batch.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-282,voucher.stockrequests.create,voucher,POST,/api/v1/vouchers/stock-requests,operator,voucher.reserve.request,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-283,voucher.stockrequests.update,voucher,PATCH,/api/v1/vouchers/stock-requests/{requestid},operator,voucher.reserve.request,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-284,voucher.stockrequests.submit,voucher,POST,/api/v1/vouchers/stock-requests/{requestid}/submit,operator,voucher.reserve.request,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-285,voucher.stockrequests.cancel,voucher,POST,/api/v1/vouchers/stock-requests/{requestid}/cancel,operator,voucher.reserve.request,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-286,voucher.stockrequests.get,voucher,GET,/api/v1/vouchers/stock-requests/{requestid},operator,voucher.reserve.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-287,voucher.stockrequests.list,voucher,GET,/api/v1/vouchers/stock-requests,operator,voucher.reserve.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-288,voucher.stockrequestoptions.list,voucher,GET,/api/v1/vouchers/stock-request-options,operator,voucher.reserve.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-289,approval.templates.create,approval,POST,/api/v1/approvals/templates,operator,approval.template.manage,high,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-290,approval.templates.revise,approval,POST,/api/v1/approvals/templates/{templateid}/versions,operator,approval.template.manage,high,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-291,approval.templates.enable,approval,POST,/api/v1/approvals/templates/{templateid}/enable,operator,approval.template.manage,high,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-292,approval.templates.disable,approval,POST,/api/v1/approvals/templates/{templateid}/disable,operator,approval.template.manage,high,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-293,approval.templates.get,approval,GET,/api/v1/approvals/templates/{templateid},operator,approval.read,low,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-294,approval.templates.list,approval,GET,/api/v1/approvals/templates,operator,approval.read,low,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-295,approval.tasks.list,approval,GET,/api/v1/approvals/tasks,operator,approval.read,low,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-296,approval.tasks.approve,approval,POST,/api/v1/approvals/tasks/{taskid}/approve,operator,approval.task.decide,critical,true,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-297,approval.tasks.reject,approval,POST,/api/v1/approvals/tasks/{taskid}/reject,operator,approval.task.decide,critical,true,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-298,approval.instances.get,approval,GET,/api/v1/approvals/instances/{instanceid},operator,approval.read,low,false,platform|distributor|tenant|enterprise|mall|department|store|supplier|brand,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-299,voucher.issueorders.create,voucher,POST,/api/v1/vouchers/issue-orders,operator,voucher.issue,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-300,voucher.issueorders.update,voucher,PATCH,/api/v1/vouchers/issue-orders/{orderid},operator,voucher.issue,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-301,voucher.issueorders.submit,voucher,POST,/api/v1/vouchers/issue-orders/{orderid}/submit,operator,voucher.issue,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-302,voucher.issueorders.cancel,voucher,POST,/api/v1/vouchers/issue-orders/{orderid}/cancel,operator,voucher.issue,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-303,voucher.issueorders.get,voucher,GET,/api/v1/vouchers/issue-orders/{orderid},operator,voucher.batch.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-304,voucher.issueorders.list,voucher,GET,/api/v1/vouchers/issue-orders,operator,voucher.batch.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-305,voucher.issuebatches.retry,voucher,POST,/api/v1/vouchers/issue-batches/{batchid}/retry,operator,voucher.issue,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-306,voucher.issuebatches.get,voucher,GET,/api/v1/vouchers/issue-batches/{batchid},operator,voucher.batch.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-307,voucher.issueorderexports.create,voucher,POST,/api/v1/vouchers/issue-order-exports,operator,reporting.export.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-308,voucher.actionbatches.create,voucher,POST,/api/v1/vouchers/action-batches,operator,voucher.status.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-309,voucher.actionbatches.get,voucher,GET,/api/v1/vouchers/action-batches/{actionbatchid},operator,voucher.history.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-310,voucher.actionbatches.list,voucher,GET,/api/v1/vouchers/action-batches,operator,voucher.history.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-311,voucher.actionbatches.retry,voucher,POST,/api/v1/vouchers/action-batches/{actionbatchid}/retry,operator,voucher.status.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-312,voucher.actionexports.create,voucher,POST,/api/v1/vouchers/action-exports,operator,reporting.export.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-313,voucher.search.read,voucher,GET,/api/v1/vouchers/search,operator,voucher.history.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-314,voucher.vouchers.bind,voucher,POST,/api/v1/vouchers/{voucherid}/bind,operator,voucher.binding.manage,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-315,voucher.vouchers.unbind,voucher,POST,/api/v1/vouchers/{voucherid}/unbind,operator,voucher.binding.manage,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-316,voucher.vouchers.get,voucher,GET,/api/v1/vouchers/{voucherid},operator,voucher.history.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-317,voucher.vouchers.getbynumber,voucher,GET,/api/v1/vouchers/by-number/{number},operator,voucher.history.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-318,voucher.vouchers.timeline,voucher,GET,/api/v1/vouchers/{voucherid}/timeline,operator,voucher.history.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-319,voucher.redemptions.quote,voucher,POST,/api/v1/vouchers/redemptions/quote,operator,verification.verify,high,false,store,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-320,voucher.tenderholds.create,voucher,POST,/api/v1/vouchers/tender-holds,operator,verification.verify,high,false,store,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-321,voucher.tenderholds.consume,voucher,POST,/api/v1/vouchers/tender-holds/{holdid}/consume,operator,verification.verify,high,false,store,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-322,voucher.tenderholds.release,voucher,POST,/api/v1/vouchers/tender-holds/{holdid}/release,operator,verification.verify,high,false,store,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-323,voucher.redemptions.create,voucher,POST,/api/v1/vouchers/redemptions,operator,verification.verify,high,false,store,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-324,voucher.refunds.create,voucher,POST,/api/v1/vouchers/redemptions/{redemptionid}/refunds,operator,voucher.redemption.reverse,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-325,voucher.redemptions.get,voucher,GET,/api/v1/vouchers/redemptions/{redemptionid},operator,voucher.redemption.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-326,voucher.searchfacets.read,voucher,GET,/api/v1/vouchers/search/facets,operator,voucher.history.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-327,voucher.searchsnapshots.create,voucher,POST,/api/v1/vouchers/search-snapshots,operator,voucher.history.read,high,false,platform|distributor|tenant|enterprise|mall|department,非GET+.read,UNKNOWN：需业务链复核
BIND-AU-010-328,voucher.searchexports.create,voucher,POST,/api/v1/vouchers/search-exports,operator,reporting.export.manage,critical,true,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
BIND-AU-010-329,voucher.exports.get,voucher,GET,/api/v1/vouchers/exports/{exportid},operator,reporting.export.read,high,false,platform|distributor|tenant|enterprise|mall|department,无异常命名信号,结构闭合；不代表业务语义已审
